Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	Cnt_1 count	Cnt_2 count	Cnt_3 count	Cnt_4 count	Cnt_6 count	Oxy_1 count	Oxy_2 count	Oxy_3 count	Oxy_4 count	Oxy_5 count	Oxy_6 count	Cnt_1 normalised count	Cnt_2 normalised count	Cnt_3 normalised count	Cnt_4 normalised count	Cnt_6 normalised count	Oxy_1 normalised count	Oxy_2 normalised count	Oxy_3 normalised count	Oxy_4 normalised count	Oxy_5 normalised count	Oxy_6 normalised count
ENSDARG00000077139	2.902023149029156e-4	0.025591106177459147	0.2931262087591704	9	23914317	23990416	-1	protein_coding	col6a3	collagen, type VI, alpha 3 [Source:ZFIN;Acc:ZDB-GENE-070501-8]	939	1113	1466	1181	1126	1385	1404	1607	1157	1460	1298	1034.867980175446	1047.3634580964697	1220.9376168735973	1186.099236814869	1034.3973797969372	1373.3626883273973	1414.5048596418696	1383.9453951193236	1280.8683110053114	1484.0014607626142	1188.08791674581
ENSDARG00000028396	2.945312920113897e-4	0.02586727058498404	-0.33993989033926914	6	41096058	41117242	1	protein_coding	fkbp5	FKBP prolyl isomerase 5 [Source:ZFIN;Acc:ZDB-GENE-030616-630]	4103	3620	6199	5199	4197	4137	3301	3979	3002	3320	3785	4521.899172161719	3406.51906406938	5162.750536834536	5221.447868078327	3855.564656312385	4102.239308021981	3325.6983915084124	3426.707359788294	3323.393837197878	3374.578664199917	3464.493655533814
ENSDARG00000076820	3.026785728151935e-4	0.0264023269792747	-0.6288182645447168	19	24994270	25005609	-1	protein_coding	xkr8.2	XK, Kell blood group complex subunit-related family, member 8, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-110106-2]	116	104	246	199	129	133	66	123	78	93	105	127.84311576182293	97.8668460395623	204.87766285873462	199.8592278798975	118.50556127336137	131.88248198378616	66.49381818829302	105.92737000602166	86.35067265204346	94.52886017186515	96.10880682458401
ENSDARG00000038475	3.0306767372645805e-4	0.0264023269792747	-0.16225772665778318	22	36755263	36774243	-1	protein_coding	acy1	aminoacylase 1 [Source:ZFIN;Acc:ZDB-GENE-040426-755]	1535	1649	2000	1682	1764	1504	1506	1680	1303	1349	1683	1691.7170921930879	1551.7541261465215	1665.6720557620702	1689.2624185627517	1620.494651831081	1491.3628037865744	1517.2680332055952	1446.8128586188325	1442.499057251444	1371.1766921703882	1540.486875102618
ENSDARG00000091669	3.120328498168842e-4	0.02699215415431687	-0.4978678040647291	21	25688388	25695124	1	protein_coding	bicdl2l	bicaudal-D-related protein 2-like [Source:ZFIN;Acc:ZDB-GENE-091204-161]	189	155	251	263	198	146	142	161	144	134	148	208.29611102572875	145.85924169357844	209.0418429981398	264.1355624744374	181.89225683818256	144.7732508994946	143.06245731420617	138.65289895097143	159.41662643454177	136.20287379602075	135.46765152417555
ENSDARG00000053480	3.1233689139454837e-4	0.02699215415431687	-0.1451041477138727	7	30371893	30390376	1	protein_coding	aqp9b	aquaporin 9b [Source:ZFIN;Acc:ZDB-GENE-070911-1]	2272	3022	3165	2557	2770	2330	2321	2785	2204	2250	2667	2503.9617156108766	2843.784699341897	2635.926028243476	2568.040430597477	2544.654300210938	2310.4224287385096	2338.3659396216376	2398.436792412767	2439.9600323731256	2286.9885525451245	2441.163693344434
ENSDARG00000042824	3.201700976970494e-4	0.027558864385437257	0.1967312251608013	9	1654284	1683368	1	protein_coding	nfe2l2a	nuclear factor, erythroid 2-like 2a [Source:ZFIN;Acc:ZDB-GENE-030723-2]	1538	1766	2107	1951	1994	2169	1992	2469	1773	1911	2242	1695.0233796696868	1661.8543279410292	1754.7855107453408	1959.4238874054272	1831.7836370471518	2150.7752137055054	2006.9043307739346	2126.2981832916057	1962.8172129752954	1942.4156106283258	2052.151856197308
ENSDARG00000103361	3.226067936256928e-4	0.027658411810647196	-0.23748100256117494	7	46727891	46782264	-1	protein_coding	tshz3b	teashirt zinc finger homeobox 3b [Source:ZFIN;Acc:ZDB-GENE-100319-2]	755	868	985	694	822	664	674	717	558	722	749	832.082348277382	816.8117534840392	820.3434874628196	696.996503259542	755.1284602070003	658.4208123100302	679.0429311955984	617.4790593033946	617.7394274338493	733.8692155278134	685.5761553486992
ENSDARG00000062970	3.336682625613555e-4	0.02832596263170592	0.3542491483918768	21	13799448	13856689	-1	protein_coding	niban2a	niban apoptosis regulator 2a [Source:ZFIN;Acc:ZDB-GENE-070112-1222]	178	205	262	200	207	288	212	333	178	264	303	196.17305694486623	192.91060998182954	218.20303930483118	200.8635456079372	190.1600866944636	285.5801113633866	213.58620387754726	286.77897733337574	197.05666323158636	268.33999016529464	277.3425568366567
ENSDARG00000036005	3.337177187152328e-4	0.02832596263170592	0.4830205103225335	10	4046448	4085216	1	protein_coding	pitpnb	phosphatidylinositol transfer protein, beta [Source:ZFIN;Acc:ZDB-GENE-040426-895]	47	63	58	85	84	86	92	102	70	101	101	51.79850380004895	59.28472404319639	48.30448961710003	85.3670068833733	77.16641199195624	85.27739436545572	92.68835262610541	87.84220927328626	77.49419340568002	102.66037502535893	92.44751894555223
ENSDARG00000039243	3.343263351578343e-4	0.02832596263170592	-1.3772957681924225	13	37617518	37620290	-1	protein_coding	zgc:152791	zgc:152791 [Source:ZFIN;Acc:ZDB-GENE-060901-4]	10	26	29	36	13	6	9	8	11	3	14	11.020958255329564	24.466711509890576	24.152244808550016	36.155438209428695	11.942420903517037	5.949585653403887	9.067338843858138	6.889585041042059	12.17765896374972	3.049318070060166	12.8145075766112
ENSDARG00000039436	3.3662737038680883e-4	0.028409509129714863	0.383254964126173	5	37101393	37117778	-1	protein_coding	il13ra2	interleukin 13 receptor, alpha 2 [Source:ZFIN;Acc:ZDB-GENE-030521-10]	158	230	258	240	214	256	267	310	264	285	288	174.1311404342071	216.4362941259551	214.87169519330706	241.03625472952461	196.59062102712662	253.84898787856588	268.9977190344581	266.9714203403798	292.26381512999325	289.6852166557158	263.6127272902876
ENSDARG00000042021	3.425143799312568e-4	0.028725745667059113	0.35683896750562005	18	14844669	14860435	-1	protein_coding	mapk12a	mitogen-activated protein kinase 12a [Source:NCBI gene;Acc:30681]	237	222	324	285	273	406	281	416	279	308	322	261.19671065131064	208.9080751998349	269.83887303345534	286.2305524913105	250.79083897385777	402.58862921366307	283.1024683471263	358.25842213418707	308.86971371692465	313.0633218595104	294.7336742620576
ENSDARG00000013763	3.4303366730392275e-4	0.028725745667059113	0.24497866228764673	13	33611703	33639050	-1	protein_coding	rrbp1a	ribosome binding protein 1a [Source:ZFIN;Acc:ZDB-GENE-030131-9795]	416	490	537	472	489	562	568	649	468	513	575	458.4718634217098	461.10340922486085	447.2329469721158	474.03796763473173	449.2187555246024	557.2778562021641	572.2498292568247	558.9175864545371	518.1040359122608	521.4333899802884	526.3101326108172
ENSDARG00000074979	3.451190581436444e-4	0.02875438022043032	0.21068332834587153	6	39633065	39653972	-1	protein_coding	larp4ab	La ribonucleoprotein 4Ab [Source:ZFIN;Acc:ZDB-GENE-100729-2]	853	947	1065	893	967	1032	1076	1249	954	1091	989	940.0877391796117	891.152915379476	886.9703696933024	896.8557311394395	888.3323856693058	1023.3287323854687	1084.0507328879285	1075.6364645326914	1056.1351501288393	1108.9353381452138	905.2534280906056
ENSDARG00000055722	3.460374384314688e-4	0.02875438022043032	-0.2568856835888637	5	30052714	30080332	-1	protein_coding	bco2a	beta-carotene oxygenase 2a [Source:ZFIN;Acc:ZDB-GENE-030131-8039]	323	407	390	367	442	269	308	403	275	328	308	355.9769516471449	382.998137866364	324.8060508736037	368.5846061905647	406.0423107195793	266.7397567942743	310.30448487870075	347.06284644249376	304.44147409374295	333.39210899324485	281.91916668544644
ENSDARG00000108006	3.6476063652252896e-4	0.03019407491214267	0.43392356049198355	23	1644754	1660708	-1	protein_coding	CU693481.1	fibronectin type III domain-containing protein 7-like [Source:NCBI gene;Acc:101886366]	111	140	152	140	160	215	154	249	126	194	177	122.33263663415815	131.74383120710309	126.59107623791733	140.60448192555603	146.98364188944046	213.1934859136393	155.15224243935037	214.4383344024341	139.48954813022405	197.1892351972241	162.0119886471559
ENSDARG00000056885	3.665601872669897e-4	0.030227224602684403	-0.2691720261066082	10	22809715	22831611	-1	protein_coding	per1a	period circadian clock 1a [Source:ZFIN;Acc:ZDB-GENE-011220-1]	644	739	965	841	801	717	609	800	494	663	588	709.7497116432239	695.4192233003514	803.6867669051989	844.6312092813758	735.8368572090113	710.9754855817646	613.5565951010674	688.958504104206	546.8875934629419	673.8992934832968	538.2093182176704
ENSDARG00000074663	3.7448204172053185e-4	0.030763058978601102	-0.36405379205924215	17	20569806	20590238	1	protein_coding	zgc:162183	zgc:162183 [Source:ZFIN;Acc:ZDB-GENE-070410-30]	244	208	305	297	250	201	176	236	196	154	226	268.91138143004133	195.7336920791246	254.0149885037157	298.2823652277867	229.66194045225072	199.31111938903024	177.3168485021147	203.24275871074076	216.98374153590407	156.5316609297552	206.8627651652951
ENSDARG00000102464	3.7648209145684777e-4	0.030810210552746957	0.47758133727847407	4	8532580	8663117	1	protein_coding	wnt5b	wingless-type MMTV integration site family, member 5b [Source:NCBI gene;Acc:30105]	136	166	255	209	214	259	276	348	165	290	256	149.88503227248205	156.21054271699367	212.37318710966395	209.90240516029436	196.59062102712662	256.82378070526784	278.0650578783162	299.6969492853296	182.66488445624577	294.7674134391494	234.32242425803338
ENSDARG00000078072	3.82104209076134e-4	0.03115230730977311	0.46952782520888	20	8101070	8110672	-1	protein_coding	si:ch211-232i5.1	si:ch211-232i5.1 [Source:ZFIN;Acc:ZDB-GENE-070705-127]	86	145	161	159	171	233	156	268	157	187	166	94.78024099583425	136.4489680359282	134.08660048884664	159.68651875831006	157.08876726933948	231.04224287385097	157.1672066268744	230.801098874909	173.80840520988235	190.07415970041703	151.94344697981853
ENSDARG00000052012	3.9250999479552463e-4	0.03188037006600492	-0.2863376389708527	1	44491077	44495902	1	protein_coding	rtn4rl2a	reticulon 4 receptor-like 2 a [Source:ZFIN;Acc:ZDB-GENE-040310-4]	394	396	453	316	406	321	269	356	273	310	359	434.2257552599848	372.64683684294874	377.2747206301089	317.3644020605407	372.9709912944552	318.30283245710797	271.0126832219821	306.58653432637163	302.2273542821521	315.09620057288384	328.6005871431015
ENSDARG00000020581	3.9443534743943714e-4	0.03191676285179416	0.2619986083346831	17	50313650	50374005	-1	protein_coding	otofb	otoferlin b [Source:ZFIN;Acc:ZDB-GENE-110406-5]	477	536	648	561	592	723	616	852	523	635	605	525.6997087792201	504.3906680500519	539.6777460669107	563.4222454302638	543.8394749909297	716.9250712351685	620.6089697574015	733.7408068709793	578.9923307310094	645.4389914960685	553.7697917035555
ENSDARG00000054616	3.979479659792428e-4	0.03208084255590127	0.30867788605024676	3	30921246	30927002	1	protein_coding	cldni	claudin i [Source:ZFIN;Acc:ZDB-GENE-010328-9]	1685	1812	2747	2076	1987	2610	2270	2974	2396	1999	2610	1857.0314660230315	1705.1415867662201	2287.8005685892035	2084.963603410388	1825.3531027144886	2588.069759230691	2286.984352839775	2561.2032390073855	2652.515534285848	2031.8622740167575	2388.990341068231
ENSDARG00000040085	4.0156550697723336e-4	0.03225212928714917	-0.24304736927254836	13	24287093	24294103	1	protein_coding	ccsapb	centriole, cilia and spindle-associated protein b [Source:NCBI gene;Acc:100003801]	318	372	411	340	366	262	277	341	272	289	345	350.46647251948013	350.06218006458823	342.29560745910544	341.4680275334932	336.22508082209504	259.79857353196974	279.07253997207823	293.6685623744178	301.1202943763567	293.7509740824627	315.7860795664903
ENSDARG00000017602	4.0502236041160995e-4	0.032409289247010496	-0.19190510966025096	21	5800306	5809022	1	protein_coding	ccng2	cyclin G2 [Source:ZFIN;Acc:ZDB-GENE-021016-1]	1282	1238	1541	1365	1253	1114	1086	1296	1027	1033	1307	1412.88684833325	1164.9918788170974	1283.400318964675	1370.8936987741713	1151.0656455466806	1104.639736315322	1094.1255538255486	1116.1127766488137	1136.9505232519055	1049.981855457384	1196.3258144736315
ENSDARG00000004187	4.0970333291177663e-4	0.032662880101693485	-0.421815556436624	21	5169154	5174054	1	protein_coding	zgc:122979	zgc:122979 [Source:ZFIN;Acc:ZDB-GENE-051127-45]	364	411	531	372	391	302	242	311	319	239	385	401.1628804939961	386.7622473294241	442.23593080482965	373.6061948307632	359.19127486732015	299.4624778879957	243.81066669040771	267.83261847051006	353.15210994874184	242.92900624812657	352.398958356808
ENSDARG00000069037	4.123251357255192e-4	0.03275104616672737	-0.763493354930754	18	16950724	16953978	-1	protein_coding	akip1	A kinase (PRKA) interacting protein 1 [Source:ZFIN;Acc:ZDB-GENE-030829-24]	26	34	35	29	33	17	18	23	16	21	13	28.654491463856864	31.99493043601075	29.149260975836228	29.125214113150893	30.315376139697094	16.857159351311015	18.134677687716277	19.80755699299592	17.712958492726862	21.34522649042116	11.899185606853258
ENSDARG00000030157	4.148649582768179e-4	0.03276977842333779	0.32167326857212547	3	30257582	30318595	1	protein_coding	mybpc2a	myosin binding protein C, fast type a [Source:ZFIN;Acc:ZDB-GENE-060901-1]	470	381	617	529	494	659	523	683	580	555	641	517.9850380004895	358.53142635647345	513.8598292025987	531.2840781329938	453.8119943336474	653.462824265527	526.9131350375341	588.1983228789658	642.0947453613488	564.1238429611308	586.7213826148414
ENSDARG00000117266	4.186565334694373e-4	0.03276977842333779	-0.79767849579314	12	46071521	46083500	-1	lincRNA	FO904966.1	NA	54	87	97	108	105	49	33	65	53	28	76	59.51317457877964	81.86938082155693	80.7850947044604	108.46631462828609	96.4580149899453	48.58828283613175	33.24690909414651	55.97787845846673	58.674175007157736	28.460301987228217	69.56446970160366
ENSDARG00000020377	4.1897778610361684e-4	0.03276977842333779	0.1658078236422513	7	66634167	66654025	1	protein_coding	eif4g2a	eukaryotic translation initiation factor 4, gamma 2a [Source:ZFIN;Acc:ZDB-GENE-030131-2173]	1019	1200	1240	1106	1227	1176	1168	1415	1146	1315	1382	1123.0356462180825	1129.2328389180266	1032.7166745724835	1110.7754072118926	1127.1808037396465	1166.118788067162	1176.7390855140338	1218.5953541343142	1268.6906520415616	1336.6177540430394	1264.9749622054771
ENSDARG00000061272	4.197706422300208e-4	0.03276977842333779	-0.20718050059439774	23	35027177	35082494	-1	protein_coding	BX294434.1	solute carrier family 41 member 1 [Source:NCBI gene;Acc:564564]	1158	1341	1616	1308	1311	1210	1032	1230	954	1050	1345	1276.2269659671633	1261.9176974908946	1345.8630210557526	1313.6475882759091	1204.3472157316028	1199.833106769784	1039.7215207624	1059.2737000602167	1056.1351501288393	1067.2613245210582	1231.1080493244333
ENSDARG00000076439	4.201448101487881e-4	0.03276977842333779	0.2555639732721023	12	3964351	3978342	-1	protein_coding	ppp4cb	protein phosphatase 4, catalytic subunit b [Source:NCBI gene;Acc:562705]	411	471	557	431	511	543	476	581	600	517	589	452.96138429404505	443.2238892753254	463.8896675297365	432.8609407851046	469.4290062844005	538.4375016330519	479.5614766307193	500.3561136056796	664.2359434772574	525.4991474070354	539.1246401874283
ENSDARG00000014975	4.226775106471087e-4	0.03284873243716109	-0.6270612289773202	16	25975426	25978063	-1	protein_coding	irge1	immunity-related GTPase family, e1 [Source:ZFIN;Acc:ZDB-GENE-051209-1]	81	90	109	102	86	81	56	58	46	42	72	89.26976186816947	84.69246291885199	90.77912703903283	102.44040826004796	79.00370751557425	80.31940632095248	56.41899725067286	49.94949154755493	50.92475566658973	42.69045298084232	65.9031818225719
ENSDARG00000017624	4.282928482156256e-4	0.03316583148995911	0.33628963105777515	6	39308498	39313027	-1	protein_coding	krt4	keratin 4 [Source:ZFIN;Acc:ZDB-GENE-000607-83]	91930	95046	129310	101108	113178	129859	112234	162152	137966	111950	126185	101315.66924124467	89440.8870065023	107694.02676529664	101544.55684663657	103970.71638601933	128767.87389422924	113073.74531128602	139644.9991968815	152736.62696297216	113790.38598107854	115499.90275390602
ENSDARG00000024789	4.364047468010238e-4	0.033673301980843284	-1.34317668928156	9	32805688	32813177	-1	protein_coding	mxc	myxovirus (influenza virus) resistance C [Source:NCBI gene;Acc:360145]	38	114	78	233	47	27	51	51	40	27	42	41.87964137025234	107.27711969721253	64.96121017472073	234.0060306332468	43.17644480502314	26.773135440317496	51.38158678186278	43.92110463664313	44.28239623181716	27.443862630541496	38.4435227298336
ENSDARG00000016936	4.488462575913657e-4	0.034510047669969596	0.30851583918905445	20	34157308	34292607	-1	protein_coding	hmcn1	hemicentin 1 [Source:ZFIN;Acc:ZDB-GENE-041014-322]	238	277	344	312	321	403	341	408	263	374	372	262.2988064768436	260.66458031691116	286.49559359107604	313.347131148382	294.8859315406899	399.6138363869611	343.5513939728472	351.36883709314503	291.1567552241978	380.14831940083405	340.4997727499548
ENSDARG00000105441	4.5221622392216176e-4	0.034585615689353956	-0.24293583164190893	14	26995114	27121854	-1	protein_coding	pcdh11	protocadherin 11 [Source:ZFIN;Acc:ZDB-GENE-140106-21]	399	475	540	373	456	330	334	387	364	366	428	439.7362343876496	446.9879987383855	449.73145505575894	374.61051255880284	418.9033793849053	327.22721093721384	336.4990193165131	333.28367636040963	402.96980570953616	372.01680454734026	391.75780305639955
ENSDARG00000069006	4.5303074473904977e-4	0.034585615689353956	-0.15796767321411184	7	33644434	33684632	-1	protein_coding	tle3b	TLE family member 3, transcriptional corepressor b [Source:NCBI gene;Acc:100007463]	988	1174	1252	1059	1171	941	1015	1106	882	968	999	1088.8706756265608	1104.766127408136	1042.710706907056	1063.5724739940274	1075.7365290783423	933.0933499755097	1022.5943251684456	952.4851319240647	976.4268369115683	983.913297272747	914.406647788185
ENSDARG00000063295	4.639298792296752e-4	0.035212790401350676	0.29453119713320436	6	7735806	7776612	-1	protein_coding	myh9a	myosin, heavy chain 9a, non-muscle [Source:ZFIN;Acc:ZDB-GENE-030131-5870]	1801	2083	2667	2321	2159	2935	2569	3427	2214	2376	2304	1984.8745817848544	1960.1600028885412	2221.1736863587207	2331.021446780111	1983.3605177456373	2910.338982123402	2588.2214988746173	2951.325991956392	2451.0306314310797	2415.059911487652	2108.9018183223006
ENSDARG00000044261	4.656815666020551e-4	0.035212790401350676	0.19543816911729703	10	9550419	9571012	1	protein_coding	si:ch211-243g18.2	si:ch211-243g18.2 [Source:ZFIN;Acc:ZDB-GENE-030131-2830]	708	773	896	703	718	816	856	933	784	770	925	780.2838444773331	727.4141537363621	746.2210809814075	706.0353628118992	659.5890929788641	809.1436488629288	862.4046722602851	803.4978554115302	867.9349661436163	782.658304648776	846.6728220260972
ENSDARG00000100088	4.67528644815486e-4	0.035212790401350676	0.2959175141185188	15	37022018	37104165	-1	protein_coding	zmp:0000001114	zmp:0000001114 [Source:ZFIN;Acc:ZDB-GENE-140106-74]	447	472	731	599	591	717	600	903	580	640	632	492.63683401323146	444.16491664109043	608.8031363810367	601.5863190957718	542.9208272291207	710.9754855817646	604.4892562572093	777.6619115076224	642.0947453613488	650.5211882795021	578.4834848870199
ENSDARG00000031782	4.677653712190532e-4	0.035212790401350676	0.2508706364447176	17	25481466	25550249	1	protein_coding	crybg1a	crystallin beta-gamma domain containing 1a [Source:ZFIN;Acc:ZDB-GENE-041008-100]	749	819	993	911	875	1091	912	1353	795	956	973	825.4697733241843	770.7014125615531	827.0061756858678	914.9334502441538	803.8167915828775	1081.832991310607	918.823669510958	1165.2010700662383	880.11262510736606	971.7160249925063	890.6082765744784
ENSDARG00000071347	4.923050027682527e-4	0.03693142216947257	0.3614103630671298	17	24569988	24587686	-1	protein_coding	aftphb	aftiphilin b [Source:ZFIN;Acc:ZDB-GENE-060503-388]	85	109	124	123	141	153	140	180	107	147	148	93.67814517030129	102.57198286838741	103.27166745724836	123.53108054888136	129.5293344150694	151.71443416179915	141.04749312668216	155.01566342344634	118.4554099201109	149.41658543294815	135.46765152417555
ENSDARG00000104210	4.963350297564192e-4	0.03710490767435099	0.35710366742814936	22	35068046	35083781	1	protein_coding	si:ch73-173h19.3	si:ch73-173h19.3 [Source:ZFIN;Acc:ZDB-GENE-081104-245]	241	286	431	335	301	448	349	540	286	389	375	265.60509395344246	269.1338266087963	358.95232801672614	336.4464388932948	276.5129763045099	444.2357287874903	351.61125072294334	465.046990270339	316.61913305749266	395.3949097511349	343.2457386592286
ENSDARG00000037960	5.004320354681232e-4	0.03728218664237518	0.31143330373721995	4	20141191	20156085	-1	protein_coding	lrrc17	leucine rich repeat containing 17 [Source:ZFIN;Acc:ZDB-GENE-030131-9774]	269	251	415	290	335	434	330	442	344	315	391	296.46377706836523	236.19786880702054	345.62695157062956	291.2521411315089	307.74700020601597	430.3533622628812	332.4690909414651	380.6495735175738	380.82860759362757	320.1783973563175	357.89089017535565
ENSDARG00000010925	5.059256045389822e-4	0.03747666819921547	0.42429701495422434	7	61817629	61845282	-1	protein_coding	HTRA3	HtrA serine peptidase 3b [Source:NCBI gene;Acc:573378]	49	74	95	73	78	93	94	112	81	98	99	54.00269545111486	69.63602506661164	79.11942264869833	73.31519414689707	71.65452542110222	92.21857762776025	94.70331681362944	96.45419057458884	89.67185236942974	99.61105695529876	90.61687500603635
ENSDARG00000074183	5.07915469238515e-4	0.03747666819921547	-0.212948282219672	7	23577723	23725799	1	protein_coding	si:dkey-172j4.3	si:dkey-172j4.3 [Source:ZFIN;Acc:ZDB-GENE-081104-24]	505	763	762	626	730	564	530	644	448	575	650	556.5583918941429	718.0038800787119	634.6210532453488	628.7028977528433	670.6128661205721	559.2610514199655	533.9655096938682	554.6115958038857	495.9628377963522	584.4526300948652	594.9592803426629
ENSDARG00000036833	5.082464143656622e-4	0.03747666819921547	-0.37277634320878683	9	16097812	16109001	-1	protein_coding	upp2	uridine phosphorylase 2 [Source:ZFIN;Acc:ZDB-GENE-040426-830]	278	420	513	384	480	245	336	374	331	241	329	306.38263949816184	395.2314936213093	427.244882302971	385.6580075672394	440.95092566832136	242.94141418065874	338.5139835040372	322.08810066871627	366.436828818287	244.96188496150003	301.14092805036324
ENSDARG00000033832	5.138180722016081e-4	0.03775863758474742	-0.17976262079511526	8	11080571	11112058	-1	protein_coding	ampd1	adenosine monophosphate deaminase 1 (isoform M) [Source:ZFIN;Acc:ZDB-GENE-040426-1906]	22420	24866	28209	21803	22833	21475	19485	23067	18895	19257	21843	24708.98840844888	23399.58647711304	23493.471510496118	21897.139424449273	20975.484345384964	21294.558651141415	19630.78859695287	19865.25726771465	20917.89692000463	19573.572691716206	19993.37778542275
ENSDARG00000055561	5.29939027963105e-4	0.038780531310414874	0.3043445505441356	6	39190402	39199070	-1	protein_coding	c1galt1b	core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase, 1b [Source:NCBI gene;Acc:337131]	164	215	250	206	200	289	223	308	193	213	270	180.74371538740485	202.32088363947975	208.20900697025877	206.8894519761753	183.7295523618006	286.57170897228724	224.66850690892943	265.2490240801193	213.6625618185178	216.5015829742718	247.1369318346446
ENSDARG00000012581	5.313139212165148e-4	0.038780531310414874	-0.28725254560890245	17	33206780	33231714	-1	antisense	AL590149.1	NA	274	323	336	322	327	220	219	275	259	265	277	301.97425619603	303.95183914210213	279.8329053680278	323.39030842877884	300.3978181115439	218.15147395814256	220.63857853388137	236.8294857858208	286.7285156010161	269.35642952198134	253.54418562295018
ENSDARG00000104656	5.335337688909072e-4	0.03881143796932004	0.4244445449769623	16	50926455	50952266	-1	protein_coding	si:dkeyp-97a10.3	si:dkeyp-97a10.3 [Source:ZFIN;Acc:ZDB-GENE-131127-642]	96	81	143	116	127	149	144	159	108	153	170	105.80119925116381	76.22321662696679	119.09555198698801	116.50085645260357	116.66826574974337	147.74804372619656	145.0774215017302	136.93050269071094	119.56246982590633	155.5152215730685	155.6047348588503
ENSDARG00000089205	5.419634144631667e-4	0.039161176004657364	0.7344697503268063	24	18469766	18485491	-1	protein_coding	si:dkey-73n8.3	si:dkey-73n8.3 [Source:ZFIN;Acc:ZDB-GENE-141219-27]	18	31	27	33	33	46	48	50	47	45	39	19.837724859593212	29.171848338715687	22.486572752787946	33.14248502530963	30.315376139697094	45.6134900094298	48.359140500576736	43.059906506512874	52.03181557238516	45.73977105090249	35.697556820559775
ENSDARG00000040777	5.419667496131706e-4	0.039161176004657364	0.37323288602238786	9	36967294	36974879	1	protein_coding	inhbb	inhibin subunit beta B [Source:ZFIN;Acc:ZDB-GENE-990415-2]	226	301	390	288	290	375	366	439	350	339	381	249.07365657044812	283.24923709527167	324.8060508736037	289.24350567542956	266.40785092461084	371.849103337743	368.73844631689764	378.065979127183	387.47096702840014	344.57294191679875	348.73767047777625
ENSDARG00000086272	5.51225790592115e-4	0.03969744401914215	0.29969135630206406	15	19681718	19688389	1	protein_coding	si:dkey-4p15.5	si:dkey-4p15.5 [Source:ZFIN;Acc:ZDB-GENE-121214-193]	619	754	939	797	770	947	805	1173	918	734	1001	682.1973160048999	709.5346337868267	782.0330301802919	800.4412292476296	707.3587765929323	939.0429356289136	811.0230854784223	1010.1854066427919	1016.2809935202038	746.066487808054	916.2372917277008
ENSDARG00000063519	5.613940312618082e-4	0.04029540878874208	0.3181973938374897	10	36731039	36738642	-1	protein_coding	PLEKHB1	si:ch211-176g13.7 [Source:ZFIN;Acc:ZDB-GENE-030131-7664]	210	210	274	226	259	277	299	284	273	244	338	231.44012336192083	197.61574681065466	228.19707163940362	226.97580653696903	237.92977030853174	274.67253766547947	301.23714603484257	244.5802689569931	302.2273542821521	248.01120303156017	309.3788257781847
ENSDARG00000069473	5.668679756919953e-4	0.04051226249278326	0.4670134266669298	7	69653981	69728526	1	protein_coding	frem1a	Fras1 related extracellular matrix 1a [Source:ZFIN;Acc:ZDB-GENE-081119-1]	196	213	396	382	310	471	380	522	291	381	370	216.01078180445944	200.43882890794973	329.8030670408899	383.64937211116	284.7808061607909	467.04247379220516	382.84319562956586	449.54542392799436	322.15443258646985	387.2633948976411	338.66912881043885
ENSDARG00000093671	5.681654957330862e-4	0.04051226249278326	0.44911878320106774	24	38098896	38099675	-1	unprocessed_pseudogene	BX001030.1	NA	115	93	185	137	134	198	165	196	143	141	216	126.74101993628997	87.51554501614706	154.0746651579915	137.59152874143697	123.09880008240638	196.33632656232828	166.23454547073254	168.79483350553045	158.30956652874633	143.31794929282782	197.70954546771566
ENSDARG00000090526	5.742434571498399e-4	0.04081095359119175	-0.5797095857572956	12	30540911	30549022	-1	protein_coding	zgc:158404	zgc:158404 [Source:ZFIN;Acc:ZDB-GENE-070112-592]	146	160	156	112	167	89	112	106	99	66	108	160.9059905278116	150.56437852240353	129.92242034944147	112.48358554044482	153.4141762221035	88.25218719215766	112.83799450134572	91.28700179380729	109.59893067374746	67.08499754132366	98.85477273385783
ENSDARG00000013771	5.817091846562678e-4	0.04119590843115216	-0.8401050435598806	16	29514473	29519977	1	protein_coding	ctss2.2	cathepsin S, ortholog 2, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-050626-55]	103	308	244	252	209	108	113	164	127	104	106	113.5158700298945	289.83642865562683	203.21199080297257	253.08806746600087	191.9973822180816	107.09254176126998	113.84547659510774	141.2364933413622	140.5966080360195	105.7096930954191	97.02412879434195
ENSDARG00000076440	5.834736394321944e-4	0.04119590843115216	-0.21466315869485272	13	33394116	33398735	-1	protein_coding	btbd6a	BTB (POZ) domain containing 6a [Source:NCBI gene;Acc:100141360]	408	496	537	391	519	364	366	436	382	390	425	449.6550968174462	466.749573419451	447.2329469721158	392.6882316635172	476.77818837887247	360.94152963983584	368.73844631689764	375.48238473679226	422.8968840138539	396.4113491078216	389.01183714712573
