Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	Cnt_1 count	Cnt_2 count	Cnt_3 count	Cnt_4 count	Cnt_6 count	Amp_1 count	Amp_2 count	Amp_3 count	Amp_4 count	Amp_5 count	Amp_6 count	Cnt_1 normalised count	Cnt_2 normalised count	Cnt_3 normalised count	Cnt_4 normalised count	Cnt_6 normalised count	Amp_1 normalised count	Amp_2 normalised count	Amp_3 normalised count	Amp_4 normalised count	Amp_5 normalised count	Amp_6 normalised count
ENSDARG00000103485	2.171893784231507e-4	0.020054702158056378	-0.3897299965721897	6	18298444	18350267	1	protein_coding	card14	caspase recruitment domain family, member 14 [Source:ZFIN;Acc:ZDB-GENE-090310-1]	120	152	178	161	160	125	103	101	102	127	88	132.25149906395475	143.03615959628337	148.24481296282426	161.69515421438942	146.98364188944046	114.89527066681077	102.24658058849391	96.51557627272267	117.95153455268243	134.21909383522623	106.39540397213857
ENSDARG00000023176	2.18399034503802e-4	0.020084753314792966	0.27144047682683475	11	34084532	34097437	-1	protein_coding	tdo2b	tryptophan 2,3-dioxygenase b [Source:NCBI gene;Acc:334082]	538	584	831	628	704	799	699	781	695	748	616	592.9275541367305	549.5599816067729	692.0867391691402	630.7115332089228	646.7280243135381	734.4105701022545	693.8869886539538	746.3234165247169	803.6893775893558	790.5187573917261	744.7678278049699
ENSDARG00000104732	2.223481059752991e-4	0.02036547269043919	0.42570868847841414	18	14233553	14274803	-1	protein_coding	mlycd	malonyl-CoA decarboxylase [Source:ZFIN;Acc:ZDB-GENE-070410-120]	121	129	173	177	183	215	217	188	167	181	186	133.3535948894877	121.39253018368785	144.08063282341908	177.76423786302442	168.11254041104752	197.61986554691453	215.4126989097396	179.65275583437486	193.11672814017615	191.288629796661	224.88119475929287
ENSDARG00000071555	2.2669835284831941e-4	0.0205526657223216	-0.3393551184566045	22	812848	817479	-1	protein_coding	zgc:153675	zgc:153675 [Source:ZFIN;Acc:ZDB-GENE-061013-567]	155	195	185	161	172	141	120	135	121	133	105	170.82485295760821	183.5003363241793	154.0746651579915	161.69515421438942	158.0074150311485	129.60186531216254	119.12222981183757	129.00596828532238	139.92289883210367	140.56015338649678	126.94906155766533
ENSDARG00000005913	2.2707676182444686e-4	0.0205526657223216	-0.4087413874845495	23	40234602	40250886	-1	protein_coding	tgm1l3	transglutaminase 1 like 3 [Source:ZFIN;Acc:ZDB-GENE-120718-1]	566	635	658	554	669	563	383	525	384	316	396	623.7862372516532	597.5523772607891	548.006106345721	556.392021333986	614.575352650223	517.4882990833157	380.1984501494482	501.68987666514255	444.05283596303974	333.96246970024794	478.77931787462353
ENSDARG00000110192	2.2710627762723845e-4	0.0205526657223216	0.8220565104260756	KN149800.1	2019	18143	-1	protein_coding	CABZ01081535.1	utrophin-like [Source:NCBI gene;Acc:103909931]	26	13	28	36	30	58	45	43	41	32	41	28.654491463856864	12.233355754945288	23.319408780668983	36.155438209428695	27.559432854270085	53.3114055894002	44.670836179439085	41.090789898287866	47.411891339803724	33.81898427344283	49.57058594156456
ENSDARG00000062054	2.289238769170344e-4	0.020610655153923532	0.20366139880305237	25	23591990	23645806	1	protein_coding	cpt1ab	carnitine palmitoyltransferase 1Ab (liver) [Source:ZFIN;Acc:ZDB-GENE-030131-3250]	814	876	1103	813	1001	1061	1075	1046	841	1041	771	897.1060019838264	824.3399724101594	918.6181387527816	816.5103128962646	919.5664095708119	975.2310574198899	1067.1366420643783	999.5573542699793	972.5219662628033	1100.173832145437	932.168823437714
ENSDARG00000091801	2.2965117376932303e-4	0.020610655153923532	0.4629222607072157	16	51244297	51254694	-1	protein_coding	serpinb14	serpin peptidase inhibitor, clade B (ovalbumin), member 14 [Source:ZFIN;Acc:ZDB-GENE-050506-148]	223	215	358	313	255	421	340	345	296	339	321	245.76736909384925	202.32088363947975	298.15529798141057	314.35144887642167	234.25517926129572	386.9672716058187	337.5129844668731	329.68191895137943	342.2907277215098	358.269864646785	388.10141676200544
ENSDARG00000068947	2.304691353333294e-4	0.020610655153923532	1.7841362393253664	18	15706160	15718931	1	protein_coding	si:ch211-264e16.1	si:ch211-264e16.1 [Source:ZFIN;Acc:ZDB-GENE-060503-226]	2	5	7	6	1	7	16	20	10	15	11	2.2041916510659125	4.70513682882511	5.829852195167246	6.0259063682381155	0.9186477618090029	6.434135157341403	15.882963974911675	19.11199530152924	11.563875936537494	15.852648878176327	13.29942549651732
ENSDARG00000012297	2.3173529406937473e-4	0.02063328451871466	0.6967771140608038	1	10771457	10776547	1	protein_coding	cnga3b	cyclic nucleotide gated channel subunit alpha 3b [Source:ZFIN;Acc:ZDB-GENE-090312-121]	23	69	47	45	59	84	59	98	48	73	70	25.348203987257996	64.93088823778653	39.14329331040865	45.19429776178587	54.20021794673117	77.20962188809685	58.5684296574868	93.64877697749328	55.50660449537997	77.14955787379145	84.63270770511022
ENSDARG00000099803	2.3253888781822377e-4	0.02063328451871466	-0.4673308807667264	18	50924556	50936344	1	protein_coding	pik3c2g	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma [Source:ZFIN;Acc:ZDB-GENE-170327-2]	95	133	133	120	113	92	93	60	73	91	63	104.69910342563085	125.15663964674795	110.76719170817766	120.51812736476231	103.80719708441733	84.56291921077273	92.31972810417412	57.33598590458772	84.41629433672371	96.17273652760305	76.1694369345992
ENSDARG00000103295	2.358764611222165e-4	0.0208479914956854	0.30808446323633903	1	59338175	59348118	-1	protein_coding	cyp3a65	cytochrome P450, family 3, subfamily A, polypeptide 65 [Source:ZFIN;Acc:ZDB-GENE-050604-1]	11730	13070	15903	14153	15692	18655	15126	17597	13882	17609	13274	12927.584033501578	12299.227670548838	13244.5913513921	14214.108804945674	14415.420678306873	17146.97019431484	15015.357067782124	16815.6890660505	16052.972575101348	18609.952939720464	16048.779458251902
ENSDARG00000020645	2.4108594551304442e-4	0.021225842063289938	0.16648952037508566	21	30502002	30537411	1	protein_coding	slc7a3a	solute carrier family 7 member 3a [Source:ZFIN;Acc:ZDB-GENE-041114-206]	1559	1975	2335	2076	1984	2331	1972	2209	1928	2026	1758	1718.1673920058788	1858.5290473859186	1944.672125102217	2084.963603410388	1822.5971594290618	2142.5670073946876	1957.575309907864	2110.9198810539046	2229.515280564429	2141.164441812349	2125.490002079768
ENSDARG00000001953	2.431174537638148e-4	0.02132205776928592	0.45966207643693	4	25472505	25485404	-1	protein_coding	pfkfb3	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3 [Source:ZFIN;Acc:ZDB-GENE-040426-2724]	872	672	1033	987	721	950	1163	1382	1026	985	993	961.0275598647379	632.3703897940949	860.3196168011092	991.26159757517	662.345036264291	873.2040570677619	1154.4929439263924	1320.6388753356705	1186.453671088747	1040.9906096669122	1200.5754107310636
ENSDARG00000079009	2.447412998922191e-4	0.02137993043256642	0.39951219651885667	14	6423973	6519076	1	protein_coding	abca1b	ATP-binding cassette, sub-family A (ABC1), member 1B [Source:ZFIN;Acc:ZDB-GENE-030131-9826]	838	928	1091	904	1147	1151	1409	1309	860	1418	981	923.5563017966174	873.2733954299406	908.6241064182093	907.9032261478761	1053.6889827949262	1057.9556522999937	1398.6935150406593	1250.8800924850889	994.4933305422245	1498.6037406169355	1186.0669465530448
ENSDARG00000062132	2.456597773673711e-4	0.02137993043256642	-0.23432227048031962	1	17900306	17912645	1	protein_coding	cyp4v8	cytochrome P450, family 4, subfamily V, polypeptide 8 [Source:ZFIN;Acc:ZDB-GENE-061103-601]	1154	1130	1482	1139	1397	1154	924	973	884	1081	866	1271.8185826650315	1063.360923314475	1234.262993319694	1143.9178922372023	1283.350923247177	1060.713138795997	917.2411695511493	929.7985714193976	1022.2466327899144	1142.4475624872407	1047.0274981803636
ENSDARG00000003570	2.505212840480443e-4	0.021635858822858164	-0.22628453176881178	4	9836465	9843836	1	protein_coding	hsp90b1	heat shock protein 90, beta (grp94), member 1 [Source:ZFIN;Acc:ZDB-GENE-031002-1]	1507	1675	1862	1648	1742	1401	1390	1356	1205	1342	1223	1660.858409078165	1576.220837656412	1550.7406839144874	1655.1156158094025	1600.2844010712831	1287.7461936336151	1379.8324953204517	1295.7932814436826	1393.447050352768	1418.2836529675087	1478.6543074764256
ENSDARG00000078108	2.514004899176082e-4	0.021635858822858164	0.7433572393179272	1	41478345	41484861	1	protein_coding	dok1a	docking protein 1a [Source:ZFIN;Acc:ZDB-GENE-080721-2]	22	34	59	27	30	60	59	45	44	75	31	24.24610816172504	31.99493043601075	49.13732564498107	27.11657865707152	27.559432854270085	55.14972992006918	58.5684296574868	43.001989428440794	50.88105412076497	79.26324439088164	37.48019912654881
ENSDARG00000075831	2.514579233649375e-4	0.021635858822858164	0.17322166763086064	7	24208611	24236364	-1	protein_coding	slc7a8a	solute carrier family 7 member 8a [Source:ZFIN;Acc:ZDB-GENE-121120-2]	4117	4534	5805	4895	4957	5579	5389	5421	4832	4602	4270	4537.3285137191815	4266.618076378611	4834.613141849409	4916.135278754263	4553.736955287227	5128.005720401099	5349.580803799939	5180.306326479501	5587.664852534917	4863.592675824497	5162.595170011724
ENSDARG00000099149	2.5663960132492087e-4	0.021998371864511614	0.46941906124856914	3	48842918	48869632	1	protein_coding	hs3st3b1a	heparan sulfate (glucosamine) 3-O-sulfotransferase 3B1a [Source:ZFIN;Acc:ZDB-GENE-070202-4]	169	144	141	172	165	208	232	257	148	192	183	186.25419451506963	135.50794067016318	117.42987993122595	172.74264922282597	151.57688069848547	191.18573038957314	230.30297763621928	245.58913962465076	171.1453638607549	202.913905640657	221.25407871478814
ENSDARG00000018898	2.590546367153924e-4	0.022121902530038116	0.24775762242043403	5	25680842	25694362	1	protein_coding	zfand5a	zinc finger, AN1-type domain 5a [Source:ZFIN;Acc:ZDB-GENE-040426-1979]	1859	1973	2756	2120	2034	2653	2351	2458	2259	2433	1843	2048.7961396657656	1856.6469926543887	2295.2960928401326	2129.1535834441343	1868.5295475195119	2438.537224632392	2333.803019063584	2348.864222557944	2612.27957406382	2571.2996480402003	2228.258290007402
ENSDARG00000117450	2.6427712940153294e-4	0.022483352038785844	0.8257766226175528	1	40683491	40692718	1	lincRNA	FO834828.2	NA	49	77	104	118	68	155	134	145	85	168	123	54.00269545111486	72.45910716390671	86.61494689962765	118.50949190868293	62.4680478030122	142.47013562684538	133.0198232898853	138.561965936087	98.2929454605687	177.54966743557486	148.71175782469368
ENSDARG00000088377	2.71913107808122e-4	0.02296188705231826	0.5882811515697166	20	19119800	19148677	1	protein_coding	rp1l1b	rp1 like 1b [Source:ZFIN;Acc:ZDB-GENE-091204-67]	167	228	181	249	218	330	333	343	197	315	230	184.05000286400372	214.55423939442505	150.74332104646734	250.07511428188178	200.26521207436264	303.32351456038043	330.56418772784923	327.7707194212265	227.80835594978862	332.90562644170285	278.07889674536216
ENSDARG00000042458	2.7192373396758146e-4	0.02296188705231826	-0.3646523715435582	11	45426609	45435014	-1	protein_coding	rfc4	replication factor C (activator 1) 4 [Source:ZFIN;Acc:ZDB-GENE-040824-3]	160	204	191	167	182	134	135	124	110	157	112	176.33533208527302	191.9695826160645	159.0716813252777	167.72106058262756	167.19389264923853	123.16773015482116	134.01250853831726	118.4943708694813	127.20263530191244	165.92439159157888	135.41233232817635
ENSDARG00000078694	2.782576846836183e-4	0.023409715954031074	0.20310981858461327	2	258698	283376	1	protein_coding	phlpp1	PH domain and leucine rich repeat protein phosphatase 1 [Source:ZFIN;Acc:ZDB-GENE-131127-271]	1044	1291	1387	1247	1371	1474	1460	1528	1108	1303	1165	1150.5880418564063	1214.8663292026436	1155.1435706709956	1252.3842068654883	1259.466081440143	1354.8450317030326	1449.3204627106904	1460.156441036834	1281.2774537683542	1377.0667658842503	1408.5300639493344
ENSDARG00000075837	2.793887812453215e-4	0.023418140833902135	0.2917068148198256	21	18405585	18445953	1	protein_coding	si:dkey-1d7.3	si:dkey-1d7.3 [Source:ZFIN;Acc:ZDB-GENE-091118-46]	353	465	483	370	453	568	521	497	405	465	404	389.0398264131336	437.57772508073526	402.25980146653995	371.5975593746838	416.1474360994783	522.0841099099882	517.1890144330614	474.93308324300165	468.33697542976853	491.43211522346616	488.4516273266361
ENSDARG00000040100	2.815347946361416e-4	0.023504703551616046	0.46424125146451906	18	8869465	8889382	-1	protein_coding	si:dkey-95h12.1	si:dkey-95h12.1 [Source:ZFIN;Acc:ZDB-GENE-060503-85]	122	103	151	143	132	186	150	167	165	195	126	134.45569071502067	96.92581867379728	125.7582402100363	143.61743510967509	121.26150455878837	170.96416275221443	148.90278726479696	159.58516076776917	190.80395295286866	206.08443541629225	152.3388738691984
ENSDARG00000033160	2.8249104422589395e-4	0.023504703551616046	-0.2493272926365746	3	23488652	23496223	1	protein_coding	nr1d1	nuclear receptor subfamily 1, group d, member 1 [Source:ZFIN;Acc:ZDB-GENE-050105-1]	1979	2139	2665	2329	2302	1906	1784	1906	1701	1622	1612	2181.0476387297203	2012.8575353713823	2219.5080143029586	2339.0559886044284	2114.727147684325	1751.9230871275308	1770.9504832026519	1821.3731522357366	1967.0152968050277	1714.1997653601336	1948.9703545805382
ENSDARG00000098258	2.85442984365672e-4	0.023663640109000874	0.42235314818404146	KN149739.1	39153	44920	-1	protein_coding	SLC16A7	zgc:165507 [Source:ZFIN;Acc:ZDB-GENE-070620-11]	154	224	234	226	242	307	281	276	194	296	237	169.72275713207526	210.79012993136496	194.88363052416221	226.97580653696903	222.3127583577787	282.1827847576873	278.9445548093863	263.74553516110353	224.3391931688274	312.8256045293462	286.5421675158732
ENSDARG00000052783	2.9230053514173274e-4	0.024120860990441275	-0.28033257289470054	13	42124566	42143637	1	protein_coding	cdc42ep3	CDC42 effector protein (Rho GTPase binding) 3 [Source:ZFIN;Acc:ZDB-GENE-040912-89]	378	387	453	321	408	341	301	317	276	257	271	416.5922220514575	364.1775905510636	377.2747206301089	322.38599070073917	374.80828681807316	313.4342983790598	298.7982597780259	302.92512552923847	319.1629758484348	271.6087174460877	327.6494826869267
ENSDARG00000020228	2.9308200014799876e-4	0.024120860990441275	-0.16924792951822493	19	10558535	10577420	1	protein_coding	usf2	upstream transcription factor 2, c-fos interacting [Source:ZFIN;Acc:ZDB-GENE-030131-8475]	868	1032	1146	920	999	952	843	879	712	808	668	956.6191765626061	971.1402414695028	954.4300879516662	923.972309796511	917.7291140471939	875.0423813984308	836.833664428159	839.9721935022102	823.3479666814695	853.9293529044315	807.6378392430519
ENSDARG00000095796	2.9584901954580366e-4	0.024253129524297912	-0.45783808861134906	16	17714664	17719792	1	protein_coding	si:dkey-87o1.2	si:dkey-87o1.2 [Source:ZFIN;Acc:ZDB-GENE-110411-217]	265	257	339	302	282	194	215	162	166	244	173	292.0553937662334	241.84403300161068	282.33141345167087	303.3039538679852	259.0586688301388	178.31746007489033	213.42732841287565	154.80716194238684	191.9603405465224	257.8697550850016	209.1636918997724
ENSDARG00000103459	2.9682456560663965e-4	0.024253129524297912	0.2503515861948437	KN149912.1	57102	76613	-1	protein_coding	evplb	envoplakin b [Source:ZFIN;Acc:ZDB-GENE-030131-212]	3117	2885	4252	3217	3701	4581	3843	3871	3062	4013	3134	3435.232688186225	2714.863950232089	3541.218790550161	3230.89013110367	3399.9153664551195	4210.681879397282	3814.889409724098	3699.1266906109845	3540.8588117677805	4241.11199654144	3789.127227825935
ENSDARG00000067796	3.0022751402475724e-4	0.024393535179782416	0.31533749383791715	25	35565590	35599887	-1	protein_coding	clpxb	caseinolytic mitochondrial matrix peptidase chaperone subunit b [Source:ZFIN;Acc:ZDB-GENE-130404-1]	425	447	536	509	564	565	562	657	487	594	526	468.39072585150643	420.6392324969649	446.4001109442348	511.1977235722001	518.1173376602776	519.3266234139847	557.8891096187726	627.8290456552355	563.1607581093759	627.7648955757826	635.9543464698282
ENSDARG00000101637	3.0069072640717925e-4	0.024393535179782416	-0.17726065565904126	7	54668303	54679595	-1	protein_coding	ccnd1	cyclin D1 [Source:NCBI gene;Acc:30222]	1428	1711	1905	1649	1680	1565	1409	1509	1215	1343	1117	1573.7928388610617	1610.0978228239528	1586.552633113372	1656.119933537442	1543.3282398391248	1438.488788748471	1398.6935150406593	1442.0000455003812	1405.0109262893054	1419.3404962260538	1350.4962072372589
ENSDARG00000045070	3.054728462289947e-4	0.024693294313493288	0.7845813147510591	12	26434478	26461744	1	protein_coding	itgb3b	integrin beta 3b [Source:ZFIN;Acc:ZDB-GENE-071207-2]	20	27	36	42	41	52	55	66	38	66	38	22.041916510659128	25.407738875655596	29.982097003717264	42.181344577666806	37.66455823416912	47.796432597393284	54.59768866375889	63.0695844950465	43.942728558842475	69.75165506397583	45.943469897059835
ENSDARG00000028027	3.083491180049995e-4	0.024837412111643843	0.23526244707074653	6	15651977	15653494	-1	protein_coding	trim63a	tripartite motif containing 63a [Source:ZFIN;Acc:ZDB-GENE-040625-139]	2491	2975	3518	2998	3020	3579	3473	3250	3159	3229	2678	2745.3207014025943	2799.556413150941	2929.9171460854814	3010.9445486629784	2774.3162406631886	3289.6813897321263	3447.5958678042657	3105.6992364985017	3653.028408352194	3412.546881842091	3237.805589061217
ENSDARG00000020107	3.1167034497825153e-4	0.025016225746222556	0.13374290090179208	15	20900627	20939579	-1	protein_coding	usp2a	ubiquitin specific peptidase 2a [Source:ZFIN;Acc:ZDB-GENE-041212-59]	2113	2323	2792	2262	2438	2662	2443	2652	2124	2432	2078	2328.7284793511367	2186.0065706721466	2325.2781898438498	2271.7667008257695	2239.663243290349	2446.8096841204024	2425.1300619193266	2534.250576982777	2456.167248920564	2570.242804781655	2512.382380160272
ENSDARG00000094345	3.1510969607844016e-4	0.025203227980358338	-0.8295385505242383	23	31253297	31266586	-1	protein_coding	si:dkey-261l7.2	si:dkey-261l7.2 [Source:ZFIN;Acc:ZDB-GENE-090313-288]	32	44	35	56	31	13	21	17	26	22	23	35.2670664170546	41.40520409366098	29.149260975836228	56.24179277022241	28.47808061607909	11.949108149348321	20.846390217071573	16.245196006299857	30.066077434997485	23.250551687991948	27.807889674536217
ENSDARG00000077157	3.192589342998944e-4	0.025445497167095092	-0.3651991733222886	1	25959084	25966411	-1	protein_coding	synpo2b	synaptopodin 2b [Source:ZFIN;Acc:ZDB-GENE-101230-1]	337	285	386	290	381	304	203	268	186	258	220	371.4062932046063	268.1927992430313	321.47470676207956	291.2521411315089	350.0047972492301	279.4252982616838	201.5151054316919	256.1007370404918	215.0880924195974	272.6655607046328	265.9885099303464
ENSDARG00000074490	3.280871939586556e-4	0.02605769444325476	-0.18715652857622747	7	31339129	31367917	1	protein_coding	casc4	cancer susceptibility candidate 4 [Source:ZFIN;Acc:ZDB-GENE-091130-1]	635	784	809	675	799	697	599	674	509	564	536	699.8308492134273	737.7654547597773	673.7643465557574	677.914466426788	733.9995616853932	640.6560292381369	594.6184638107559	644.0742416615354	588.6012851697584	596.0595978194299	648.044733284844
ENSDARG00000039243	3.311403031686603e-4	0.02609445495433875	-1.3926095755076917	13	37617518	37620290	-1	protein_coding	zgc:152791	zgc:152791 [Source:ZFIN;Acc:ZDB-GENE-060901-4]	10	26	29	36	13	7	4	10	12	5	9	11.020958255329564	24.466711509890576	24.152244808550016	36.155438209428695	11.942420903517037	6.434135157341403	3.9707409937279188	9.55599765076462	13.876651123844992	5.284216292725443	10.881348133514171
ENSDARG00000095046	3.311588069070174e-4	0.02609445495433875	-0.4184902874648227	8	36570508	36579527	1	protein_coding	pold2	polymerase (DNA directed), delta 2, regulatory subunit [Source:ZFIN;Acc:ZDB-GENE-030616-157]	104	107	115	102	119	89	76	76	67	79	64	114.61796585542746	100.68992813685736	95.77614320631903	102.44040826004796	109.31908365527134	81.80543271476927	75.44407888083046	72.62558214581112	77.47796877480121	83.49061742506198	77.37847561610077
ENSDARG00000044827	3.319963672376799e-4	0.02609445495433875	-0.26722709651301035	11	27486584	27501027	-1	protein_coding	wnt7aa	wingless-type MMTV integration site family, member 7Aa [Source:ZFIN;Acc:ZDB-GENE-051129-1]	289	368	441	311	386	300	288	290	248	252	255	318.50569357902435	346.29807060152814	367.2806882955365	312.34281342034234	354.5980360582751	275.74864960034586	285.8933515484102	277.123931872174	286.78412322612985	266.3245011533623	308.3048637829015
ENSDARG00000062221	3.4056436066281305e-4	0.0266755843188131	-0.4240811002645327	5	23888314	23909934	-1	protein_coding	arap1a	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1a [Source:ZFIN;Acc:ZDB-GENE-030131-6226]	208	252	312	293	330	202	169	148	189	249	175	229.2359317108549	237.13889617278556	259.84484069888293	294.26509431562795	303.15376139697094	185.6707573975662	167.76380698500458	141.4287652313164	218.55725520055864	263.15397137772703	211.58176926277557
ENSDARG00000055504	3.43480339694678e-4	0.026739090353298117	-0.3359592016796332	7	19482084	19491627	1	protein_coding	si:ch211-212k18.7	si:ch211-212k18.7 [Source:ZFIN;Acc:ZDB-GENE-030131-1312]	1411	1549	1932	1724	1422	1273	1063	1134	1279	1143	1067	1555.0572098270013	1457.6513895700193	1609.0392058661598	1731.4437631404185	1306.3171172924021	1170.093436470801	1055.2244190831943	1083.650133596708	1479.0197322831455	1207.971844517036	1290.0442731621802
ENSDARG00000052658	3.4372944676042485e-4	0.026739090353298117	0.6231722046521985	10	8437930	8468949	1	protein_coding	pptc7b	PTC7 protein phosphatase homolog b [Source:ZFIN;Acc:ZDB-GENE-081105-111]	69	78	81	112	96	114	165	129	90	124	119	76.04461196177398	73.40013452967173	67.45971825836384	112.48358554044482	88.19018513366427	104.78448684813144	163.79306599127665	123.2723696948636	104.07488342883744	131.04856405959097	143.87560309868738
ENSDARG00000062788	3.490952214840887e-4	0.02702408172089776	-1.251132811326096	14	11427052	11430610	-1	protein_coding	irg1l	immunoresponsive gene 1, like [Source:ZFIN;Acc:ZDB-GENE-061103-301]	275	371	361	535	415	150	116	116	202	144	161	303.07635202156297	349.1211526988232	300.6538060650537	537.309984501232	381.2388211507362	137.87432480017293	115.15148881810964	110.8495727488696	233.59029391805737	152.18542923049273	194.6552277217535
ENSDARG00000054746	3.497723982365812e-4	0.02702408172089776	-0.31816919173672836	2	40830768	40890264	-1	protein_coding	uggt1	UDP-glucose glycoprotein glucosyltransferase 1 [Source:ZFIN;Acc:ZDB-GENE-061103-619]	222	218	247	247	257	200	175	196	139	194	151	244.6652732683163	205.14396573677482	205.71049888661565	248.06647882580242	236.09247478491375	183.83243306689724	173.71991847559644	187.29755395498657	160.73787551787117	205.02759215774716	182.56484090673777
ENSDARG00000071475	3.5392849556727243e-4	0.027197649608629203	-0.361456701808701	22	14083729	14115316	-1	protein_coding	aox5	aldehyde oxidase 5 [Source:ZFIN;Acc:ZDB-GENE-001205-2]	156	172	235	161	196	145	147	126	96	130	140	171.92694878314117	161.8567069115838	195.71646655204324	161.69515421438942	180.05496131456457	133.2785139735005	145.92473151950102	120.40557039963421	111.01320899075994	137.3896236108615	169.26541541022044
ENSDARG00000035257	3.544135718315758e-4	0.027197649608629203	-0.49784231003845497	5	41521043	41531629	-1	protein_coding	akr1a1a	aldo-keto reductase family 1, member A1a (aldehyde reductase) [Source:NCBI gene;Acc:445326]	67	96	99	83	99	67	48	58	49	74	49	73.84042031070807	90.33862711344213	82.45076676022248	83.35837142729393	90.94612841909128	61.58386507741058	47.648891924735025	55.4247863744348	56.66299208903372	78.20640113233655	59.24289539357716
ENSDARG00000044155	3.621455777362294e-4	0.027639545435107615	-0.2634042674661292	6	32699359	32703317	-1	protein_coding	mafaa	v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog Aa [Source:NCBI gene;Acc:100000492]	659	922	1092	813	827	773	651	788	552	605	573	726.2811490262183	867.6272312353505	909.4569424460904	816.5103128962646	759.7216990160454	710.5123538035579	646.2380967292188	753.012614880252	638.3259516968697	639.3901714197785	692.7791645004022
ENSDARG00000031702	3.62605526729565e-4	0.027639545435107615	0.17335889954417502	12	6195191	6451609	1	protein_coding	prkg1b	protein kinase cGMP-dependent 1b [Source:ZFIN;Acc:ZDB-GENE-080225-40]	1225	1360	1709	1387	1627	1760	1567	1582	1320	1521	1304	1350.0673862778715	1279.7972174404301	1423.316771648689	1392.9886887910443	1494.6399084632476	1617.7254109886958	1555.5377842929122	1511.7588283509629	1526.4316236229492	1607.4585962470796	1576.5864406780533
ENSDARG00000056196	3.729204510115244e-4	0.02827189736618167	-0.1946607953630361	2	25816843	25837986	1	protein_coding	slc2a2	solute carrier family 2 member 2 [Source:ZFIN;Acc:ZDB-GENE-030131-1213]	789	807	930	837	914	803	712	749	558	689	613	869.5536063455025	759.4090841723729	774.5375059293626	840.6139383692171	839.6440542934287	738.0872187635924	706.7918968835695	715.74422404227	645.2642772587922	728.1650051375659	741.1407117604653
ENSDARG00000045946	3.7339067619874535e-4	0.02827189736618167	0.32977296451544413	7	69905307	69951096	1	protein_coding	sec24d	SEC24 homolog D, COPII coat complex component [Source:ZFIN;Acc:ZDB-GENE-070117-2501]	379	410	458	442	468	460	555	576	434	467	485	417.69431787699045	385.8212199636591	381.4389007695141	443.9084357935412	429.9271525266133	422.8145960538637	550.9403128797487	550.4254646840421	501.87221564572724	493.5458017405563	586.3837605282637
ENSDARG00000011648	3.752165565225914e-4	0.028315761067809513	-0.35103934584562263	19	1872794	1877746	1	protein_coding	snrpd1	small nuclear ribonucleoprotein D1 polypeptide [Source:ZFIN;Acc:ZDB-GENE-020419-14]	355	372	428	348	345	313	239	299	240	304	205	391.2440180641995	350.06218006458823	356.453819933083	349.5025693578107	316.933477824106	287.6977577496942	237.25177437524314	285.72432975786217	277.5330224768999	321.2803505977069	247.8529297078228
ENSDARG00000030157	3.7960134631879165e-4	0.02855180325043494	0.32451760330506874	3	30257582	30318595	1	protein_coding	mybpc2a	myosin binding protein C, fast type a [Source:ZFIN;Acc:ZDB-GENE-060901-1]	470	381	617	529	494	653	578	631	589	485	495	517.9850380004895	358.53142635647345	513.8598292025987	531.2840781329938	453.8119943336474	600.2128939634196	573.7720735936842	602.9834517632476	681.1122926620584	512.5689803943679	598.4741473432795
ENSDARG00000100270	3.920257780030569e-4	0.029388995205740714	-0.30565547277700933	24	30349981	30354384	1	antisense	FP085414.1	NA	529	631	697	488	577	517	483	436	419	375	368	583.0086917069339	593.788267797729	580.4867114330815	490.10705128336673	530.0597585637946	475.2068394779294	479.4669749926462	416.64149757333746	484.526401740921	396.31622195440815	444.92623479257946
ENSDARG00000076386	3.9751187180209793e-4	0.029702243973633732	-0.26801077372931886	7	1045637	1057216	1	protein_coding	epdl1	ependymin-like 1 [Source:ZFIN;Acc:ZDB-GENE-090710-3]	777	1088	1387	1081	1057	935	783	817	717	893	737	856.3284564391071	1023.837773952344	1155.1435706709956	1085.6674640109004	971.0106842321161	859.41662458774465	777.2725495222401	780.7250080674695	829.1299046497384	943.761029880764	891.0615082666604
ENSDARG00000058543	4.0458497008532564e-4	0.03012083264902876	0.2984621734348798	23	9567334	9768700	-1	protein_coding	lama5	laminin, alpha 5 [Source:ZFIN;Acc:ZDB-GENE-030131-9823]	948	1139	1508	1409	1292	1602	1550	1415	1299	1408	1213	1044.7868426052426	1071.8301696063602	1255.9167300446009	1415.0836788079175	1186.8929082572317	1472.497788865847	1538.6621350695686	1352.1736675831937	1502.1474841562203	1488.0353080314846	1466.56392066141
ENSDARG00000060340	4.061781533901561e-4	0.03012083264902876	0.7023383195322846	13	35995238	36034582	-1	protein_coding	si:dkey-157l19.2	si:dkey-157l19.2 [Source:ZFIN;Acc:ZDB-GENE-090313-190]	32	38	54	55	41	64	66	79	48	75	61	35.2670664170546	35.75903989907084	44.97314550557589	55.23747504218272	37.66455823416912	58.82637858140712	65.51722639651067	75.49238144104051	55.50660449537997	79.26324439088164	73.75135957159605
